page	index	kind	element	english	japanese
how-it-works.html	60	text	h3	Englishire Reviews the Assignment as a Whole	Englishireがご依頼全体を確認
how-it-works.html	61	text	p	Once the details have been received, Englishire reviews the assignment as a whole. A timetable is not assessed in isolation from travel. A lesson format is not separated from the learners. A proposed duration is not separated from the continuity the school expects.	情報を受け取った後、Englishireはご依頼を全体として確認します。時間割は移動条件と切り離さず、授業形式は学習者と切り離さず、予定期間は学校が求める継続性と切り離さずに検討します。
how-it-works.html	62	text	p	We consider reporting time, stations and transfers, movement between classrooms, preparation periods, teaching materials, school routines, communication responsibilities and what the teacher may reasonably be expected to accomplish within the available time.	到着時刻、利用駅と乗り換え、教室間の移動、準備時間、教材、学校の日常手順、連絡・報告の役割、限られた時間内に講師が現実的に行える内容を確認します。
how-it-works.html	63	text	p	This stage often reveals the practical questions that require clarification. It is better for those questions to arise now than on the morning of the assignment.	この段階で、実務上確認すべき点が見つかることがよくあります。担当当日の朝に判明するより、事前に確認できる方が安全です。
how-it-works.html	64	text	p	An apparently minor detail may determine whether an arrangement is dependable in practice.	一見小さな情報が、実際に確実な手配となるかどうかを左右することがあります。
how-it-works.html	65	text	p	03	03
how-it-works.html	66	text	p	Considering Suitability	適合性を判断する
how-it-works.html	67	text	h3	The Right Teacher Is Considered, Not Merely a Free One	予定が空いているだけでなく、適切な講師を検討
how-it-works.html	68	text	p	Availability is necessary, but it is not the standard by which a teacher should be selected. The relevant question is whether an available teacher is also appropriate for the learners, lesson format, school environment and responsibilities of the assignment.	予定が空いていることは必要ですが、それだけで講師を選ぶことはできません。対応可能な講師が、学習者、授業形式、学校環境、担当業務にも適しているかを判断します。
how-it-works.html	69	text	p	A teacher suited to adult conversation may not be the natural choice for a lively class of very young children. A confident generalist may not be appropriate for a specialist examination programme. A teacher whose journey is technically possible may still be unable to reach the school with sufficient reliability.	成人英会話に適した講師が、幼い子どもの活発なクラスにも適しているとは限りません。幅広く教えられる講師でも、専門的な試験対策には合わない場合があります。経路上は移動可能でも、時間どおりの到着を十分に見込めないこともあります。
how-it-works.html	70	text	p	Suitability therefore involves professional judgement rather than a simple diary search.	そのため、適合性の判断は、単に予定表の空きを探す作業ではなく、専門的な検討を必要とします。
how-it-works.html	71	text	p	A vacant timetable is not, by itself, a qualification.	予定が空いていること自体は、適任であることの証明にはなりません。
how-it-works.html	72	text	p	04	04
how-it-works.html	73	text	p	Confirming	条件を確定する
how-it-works.html	74	text	h3	The Arrangement Is Set Out Clearly	手配内容を明確に確定
how-it-works.html	75	text	p	Where a suitable teacher is available and the assignment can be undertaken properly, the arrangement is confirmed. The dates, reporting time, location, lesson schedule, principal responsibilities and agreed practical terms should be clear to everyone concerned.	適切な講師が対応可能で、ご依頼を責任を持って実施できる場合に手配を確定します。日程、到着時刻、所在地、授業時間、主な担当業務、合意した実務条件を関係者全員に明確にします。
how-it-works.html	76	text	p	An enquiry, discussion or expression of availability is not a confirmation. The school should know precisely when the arrangement has become definite, and any material change afterwards should be discussed rather than assumed.	お問い合わせ、確認のやり取り、空き状況の提示だけでは、手配の確定にはなりません。学校には、いつ正式に確定したかを明確にお伝えします。確定後に重要な変更がある場合も、当然に受け入れられたものとせず、改めて相談します。
how-it-works.html	77	text	p	This protects the school from uncertainty and the teacher from arriving to an assignment different from the one accepted.	これにより、学校側の不確実性を減らし、講師が引き受けた内容と異なる現場に到着することを防ぎます。
how-it-works.html	78	text	p	Clarity at confirmation prevents avoidable negotiation at the school gate.	確定時に条件を明確にすることで、到着後に避けられたはずの調整が生じるのを防ぎます。
how-it-works.html	79	text	p	05	05
how-it-works.html	80	text	p	Preparing	事前準備を行う
how-it-works.html	81	text	h3	The Teacher Receives a Useful Briefing	講師に実用的な事前説明を共有
how-it-works.html	82	text	p	Confirmation establishes the assignment. Preparation equips the teacher to carry it out. Before arrival, the teacher should receive the timetable, reporting instructions, school contact, lesson information, learner details, materials, classroom expectations and any procedures that bear upon the work.	確定によって担当内容が決まり、準備によって講師が実施できる状態になります。到着前に、時間割、受付・到着方法、学校側の連絡先、授業情報、学習者情報、教材、授業上の期待、担当に関係する手順を共有します。
how-it-works.html	83	text	p	Not every school requires a lengthy briefing document. What matters is that the essential information reaches the teacher in a form that can be understood and used.	すべての学校に長い説明資料が必要なわけではありません。重要なのは、必要な情報が、講師が理解し実際に使える形で届くことです。
how-it-works.html	84	text	p	Where cover extends beyond a single day, the briefing may also need to address homework, learner progress, reporting, communication with colleagues and continuity between lessons.	代講が1日を超える場合は、宿題、学習者の進捗、報告、同僚との連絡、授業間の継続についても説明が必要になることがあります。
how-it-works.html	85	text	p	Professional teacher cover begins before the classroom door opens.	専門的な代講は、教室の扉が開く前から始まっています。
how-it-works.html	86	text	p	06	06
how-it-works.html	87	text	p	Supporting	授業を支援する
how-it-works.html	88	text	h3	The Assignment Is Conducted With Calm Communication	落ち着いた連絡のもとで担当を実施
how-it-works.html	89	text	p	On the agreed day, the teacher reports according to the confirmed arrangements, allows appropriate time for introductions and prepares for the first lesson. The aim is not to announce the temporary nature of the arrangement, but to help the school day proceed with as little disturbance as possible.	合意した当日、講師は確定した内容に従って到着し、挨拶と確認の時間を取り、最初の授業を準備します。短期担当であることを強調するのではなく、学校の一日をできるだけ混乱なく進めることが目的です。
how-it-works.html	90	text	p	During longer assignments, circumstances may change. Materials may be revised, classes may move, an absence may be extended or the school may identify further responsibilities. Such changes should be communicated promptly and considered properly.	期間の長いご依頼では、状況が変わることがあります。教材の変更、教室の移動、欠勤期間の延長、追加業務の発生などは、速やかに共有し、改めて適切に検討します。
how-it-works.html	91	text	p	Flexibility is valuable. Vagueness is not. The distinction is maintained through timely, proportionate communication.	柔軟な対応は大切ですが、曖昧なまま進めることとは異なります。必要な内容を、適切なタイミングと分量で連絡することで区別します。
how-it-works.html	92	text	p	The best temporary cover is often the cover that permits the school to concentrate upon everything else.	優れた短期の代講とは、学校が他の重要な業務に集中できる状態をつくるものです。
how-it-works.html	93	text	p	07	07
how-it-works.html	94	text	p	Handing Over	引き継ぐ
how-it-works.html	95	text	h3	The Assignment Concludes Without Losing What Was Learned	授業で得た情報を失わずに担当を終える
how-it-works.html	96	text	p	A single-day assignment may require little more than a clear note concerning work completed and any matter the returning teacher should know. A longer placement may call for a more substantial handover of learner progress, materials, homework, changes to the timetable and outstanding responsibilities.	1日だけの担当であれば、実施した内容と復帰する講師が知るべき事項を簡潔に記録するだけで足りることがあります。長期の担当では、学習者の進捗、教材、宿題、時間割の変更、未完了の業務について、より詳しい引き継ぎが必要になります。
how-it-works.html	97	text	p	Where further cover is required, the next stage is discussed rather than presumed. Dates, responsibilities and availability may have changed, and each continuation deserves the same clarity as the original arrangement.	追加の代講が必要な場合は、自動的に継続するのではなく、次の手配を相談します。日程、担当業務、空き状況が変わっている可能性があるため、継続時にも最初と同じ明確さが必要です。
how-it-works.html	98	text	p	A proper conclusion protects continuity beyond the temporary teacher's final lesson.	適切な終了と引き継ぎが、短期講師の最後の授業後も学習の継続を守ります。
how-it-works.html	99	text	p	Temporary work should end cleanly, not simply cease.	短期の担当は、ただ途切れるのではなく、明確に引き継いで終えるべきです。
how-it-works.html	100	text	p	What Helps at the Outset	最初に共有いただきたい情報
how-it-works.html	101	text	h2	Useful information allows a useful answer.	必要な情報があれば、より正確に回答できます。
how-it-works.html	102	text	p	Urgent circumstances do not always permit every detail to be assembled before contact is made. Schools are welcome to send what is known and identify what remains uncertain.	急ぎの場合、連絡前にすべての情報をそろえられないこともあります。分かっている内容を送り、未確認の点を明記してください。
how-it-works.html	103	text	p	Nevertheless, the following information allows the assignment to be considered with fewer assumptions and often with greater efficiency.	次の情報があると、推測を減らし、より効率的にご依頼を検討できます。
how-it-works.html	104	text	dt	School and contact details	学校・担当者情報
how-it-works.html	105	text	dd	The school name, address, nearest station and the person responsible for the enquiry.	学校名、住所、最寄り駅、お問い合わせ担当者。
how-it-works.html	106	text	dt	Dates and timetable	日程・時間割
how-it-works.html	107	text	dd	Requested dates, reporting time, lesson periods, breaks, finish time and movement between locations.	ご希望の日程、到着時刻、授業時間、休憩、終了時刻、校舎や教室間の移動。
how-it-works.html	108	text	dt	Learners and classes	学習者・クラス
how-it-works.html	109	text	dd	Ages, approximate levels, class sizes and any needs or circumstances relevant to the teacher.	年齢、おおよそのレベル、クラス人数、講師が知るべき配慮事項や状況。
how-it-works.html	110	text	dt	Lessons and materials	授業・教材
how-it-works.html	111	text	dd	Objectives, teaching format, materials, work already completed, homework and reporting expectations.	授業目標、指導形式、教材、すでに終えた内容、宿題、報告の方法。
how-it-works.html	112	text	dt	School procedures	学校の手順
how-it-works.html	113	text	dd	Arrival, dress, conduct, safeguarding, classroom routines and communication arrangements.	到着・受付、服装、振る舞い、安全管理、授業中の手順、連絡方法。
how-it-works.html	114	text	dt	The likely duration	想定期間
how-it-works.html	115	text	dd	Whether the requirement is isolated, recurring, open-ended or expected to conclude on a particular date.	単発、定期、終了日未定、または特定の日に終了予定のいずれか。
how-it-works.html	116	text	p	When the Answer May Be No	お断りする場合
how-it-works.html	117	text	h2	Occasionally, declining is the more responsible decision.	責任ある判断として、ご依頼をお断りする場合があります。
how-it-works.html	118	text	p	Not every enquiry can or should become an assignment. A school is better served by a prompt and honest answer than by a convenient promise followed by uncertainty.	すべてのお問い合わせを手配に進められるわけではなく、進めるべきでもありません。後から不確実になる都合のよい約束より、早い段階で正直に回答する方が学校のためになります。
how-it-works.html	119	text	p	A decision to decline does not suggest that the requirement lacks importance. It means only that we are not satisfied the work can be undertaken to an appropriate standard under the circumstances presented.	お断りすることは、ご依頼が重要ではないという意味ではありません。提示された状況では、適切な水準で実施できると判断できないという意味です。
how-it-works.html	120	text	strong	The essential requirements remain unclear	重要な必要事項が不明な場合
how-it-works.html	121	text	li	The assignment cannot be judged properly without sufficient information concerning the timetable, learners or responsibilities.	時間割、学習者、担当業務について十分な情報がなければ、責任ある判断はできません。
how-it-works.html	122	text	strong	No suitably matched teacher is available	適合する講師を確保できない場合
how-it-works.html	123	text	li	A free teacher is not necessarily an appropriate teacher.	予定が空いている講師が、必ずしもご依頼に適しているとは限りません。
how-it-works.html	124	text	strong	The journey makes punctual attendance uncertain	時間どおりの到着を確実に見込めない場合
how-it-works.html	125	text	li	An arrangement should remain dependable in ordinary Tokyo travel conditions.	東京の通常の交通状況で、時間どおりの到着を現実的に見込める必要があります。
how-it-works.html	126	text	strong	The expectations fall outside appropriate expertise	必要な専門性の範囲を超える場合
how-it-works.html	127	text	li	Specialist work deserves a teacher with the relevant capability rather than an improvised substitute.	専門性の高い授業には、その場しのぎの代講ではなく、必要な能力を持つ講師が必要です。
how-it-works.html	128	text	strong	The terms change the nature of the assignment	条件変更によってご依頼の性質が変わる場合
how-it-works.html	129	text	li	A material change may require the arrangement to be reconsidered rather than treated as automatically accepted.	重要な変更がある場合は、自動的に受け入れたものとせず、手配を改めて検討します。
how-it-works.html	130	text	p	What the Process Protects	この手順が守るもの
how-it-works.html	131	text	h2	Clarity for the school, preparedness for the teacher and continuity for the learner.	学校には明確な条件を、講師には十分な準備を、学習者には授業の継続を。
how-it-works.html	132	text	h3	The School	学校
how-it-works.html	133	text	p	The school should understand what has been agreed, who is arriving, what information remains required and how changes will be handled.	学校は、合意した内容、到着する講師、追加で必要な情報、変更が生じた場合の対応を把握できる状態にします。
how-it-works.html	134	text	h3	The Teacher	講師
how-it-works.html	135	text	p	The teacher should receive sufficient information to arrive punctually, understand the environment and carry out the work with professional confidence.	講師には、時間どおりに到着し、環境を理解し、専門的な自信を持って担当するために十分な情報を共有します。
how-it-works.html	136	text	h3	The Learner	学習者
how-it-works.html	137	text	p	The learner should experience a purposeful lesson and the greatest degree of continuity that temporary circumstances reasonably permit.	学習者には、目的のある授業と、短期の状況で可能な限り高い継続性を提供します。
how-it-works.html	138	text	blockquote	Every stage returns to the same standard: suitability before convenience, preparation before placement and communication before assumption.	すべての段階で同じ基準に戻ります。利便性より適合性、配置より先に準備、思い込みより先に連絡と確認を重視します。
how-it-works.html	139	text	p	The process described on this page is the practical expression of principles set out in	このページの手順は、次の文書に示す原則を実務に落とし込んだものです。
how-it-works.html	140	text	em	The Englishire Standard	Englishireの基準
how-it-works.html	141	text	p	. That document explains the wider responsibilities which inform how assignments are considered, teachers are prepared and school relationships are conducted.	この文書では、ご依頼の検討、講師の準備、学校との関係に関わる、より広い責任について説明しています。
how-it-works.html	142	text	a	Read The Englishire Standard	Englishireの基準を読む
how-it-works.html	143	text	p	Practical Questions	ご利用の流れに関する質問
how-it-works.html	144	text	h2	Matters schools quite reasonably ask.	学校からよく寄せられる実務上の質問。
how-it-works.html	145	text	p	These answers concern the process itself. The fuller questions page addresses the wider service in greater detail.	ここでは手順そのものに関する質問にお答えします。サービス全体については、よくあるご質問のページで詳しく説明しています。
how-it-works.html	146	text	summary	How quickly will the school receive an answer?	どのくらいで回答を受け取れますか？
how-it-works.html	147	text	p	This depends upon the urgency, clarity and complexity of the enquiry. We respond as promptly as circumstances permit, but the assignment is not confirmed until Englishire has expressly confirmed it.	お問い合わせの緊急度、情報の明確さ、内容の複雑さによって異なります。状況が許す限り速やかに回答しますが、Englishireから明確な確定連絡があるまでは手配済みではありません。
how-it-works.html	148	text	summary	May we make contact before cover is required?	代講が必要になる前に連絡してもよいですか？
how-it-works.html	149	text	p	Certainly. An advance introduction can be useful, particularly where a school has recurring requirements or a timetable that would benefit from prior understanding.	はい。定期的に代講が必要になる可能性がある学校や、事前に時間割を理解しておくと有効な学校では、早めのご連絡が役立ちます。
how-it-works.html	150	text	summary	What happens if some details are not yet known?	まだ分からない情報がある場合はどうなりますか？
how-it-works.html	151	text	p	Send what is available and state what remains uncertain. We can then explain which details are essential before the arrangement can be reviewed or confirmed.	現時点で分かる情報を送り、未確認の点を明記してください。検討または確定の前に、どの情報が不可欠かをEnglishireからお伝えします。
how-it-works.html	152	text	summary	Does making an enquiry guarantee cover?	問い合わせれば、必ず代講を手配できますか？
how-it-works.html	153	text	p	No. Cover depends upon the requirements, teacher suitability and availability. We do not promise an arrangement before we are satisfied it can be undertaken properly.	いいえ。対応可否は、ご依頼内容、講師の適合性、空き状況によって決まります。適切に実施できると判断する前に手配を約束することはありません。
how-it-works.html	154	text	summary	Can the arrangement change after confirmation?	確定後に手配内容を変更できますか？
how-it-works.html	155	text	p	Changes may be possible, though they should be discussed. A revised timetable, location, learner group or duration may affect suitability and availability.	変更できる場合がありますが、事前の相談が必要です。時間割、所在地、学習者のグループ、期間の変更は、講師の適合性や空き状況に影響することがあります。
how-it-works.html	156	text	summary	What should the teacher receive before arrival?	講師には到着前に何を共有しますか？
how-it-works.html	157	text	p	At minimum, the confirmed timetable, location, reporting instructions, contact details, lesson information and any important school procedures or expectations.	少なくとも、確定した時間割、所在地、到着・受付方法、連絡先、授業情報、重要な学校手順と期待事項を共有します。
how-it-works.html	158	text	a	View All Questions	よくあるご質問をすべて見る
how-it-works.html	159	text	p	Before It Becomes Urgent	急ぎになる前に
how-it-works.html	160	text	h2	A prior introduction makes a later conversation rather less hurried.	事前に学校について共有していただくと、実際のご依頼をより落ち着いて進められます。
how-it-works.html	161	text	p	Schools need not wait for an absence before introducing themselves. A short account of the school, its timetable and the sort of cover that may one day arise can provide useful context when circumstances eventually require a prompt answer.	講師が欠勤するまで待たずに、学校についてご連絡いただけます。学校の概要、時間割、将来想定される代講を事前に共有していただくと、急ぎの回答が必要になったときの重要な背景情報になります。
how-it-works.html	162	text	p	Tell us about your school and the circumstances in which temporary English teacher cover might prove useful.	学校の概要と、英語講師の短期代講が必要になり得る状況をお知らせください。
how-it-works.html	163	text	a	Introduce Your School	学校について知らせる
how-it-works.html	164	text	p	Start an Enquiry	問い合わせる
how-it-works.html	165	text	h2	Tell us what the school requires. We will review the assignment and explain clearly what can be provided.	学校が必要としている内容をお知らせください。ご依頼を確認し、対応できる内容を明確にご説明します。
how-it-works.html	166	text	p	Please include the school location, requested dates, lesson times, learner age groups and the nature of the assignment.	学校所在地、ご希望の日程、授業時間、学習者の年齢層、ご依頼内容をお知らせください。
how-it-works.html	167	text	a	Request Teacher Cover	代講について相談する
how-it-works.html	168	text	a	Read about teacher cover	講師の代講・短期手配について見る
how-it-works.html	169	text	span	Temporary Teacher Cover · Tokyo	東京都内の学校向け英語講師の代講・短期手配
how-it-works.html	170	text	p	Considered temporary English teacher cover for Tokyo schools.	東京の学校を対象に、内容を丁寧に確認したうえで英語講師の代講・短期手配を行います。
how-it-works.html	171	text	p	Services	サービス
how-it-works.html	172	text	a	Teacher Cover	講師の代講・短期手配
how-it-works.html	173	text	a	When We Help	対応できるケース
how-it-works.html	174	text	a	How It Works	ご利用の流れ
how-it-works.html	175	text	a	Request Teacher Cover	代講について相談する
how-it-works.html	176	text	p	Englishire	Englishire
how-it-works.html	177	text	a	About	Englishireについて
how-it-works.html	178	text	a	Journal	Journal
how-it-works.html	179	text	a	Questions	よくあるご質問
how-it-works.html	180	text	a	Contact	お問い合わせ
how-it-works.html	181	text	p	Enquiries	お問い合わせ
how-it-works.html	182	text	p	For temporary teacher cover, please include the school location, requested dates and lesson schedule.	英語講師の代講についてお問い合わせの際は、学校所在地、ご希望の日程、授業時間をお知らせください。
how-it-works.html	183	text	a	Start an enquiry	問い合わせる
how-it-works.html	184	text	p	©	©
how-it-works.html	185	text	span	2026	2026
how-it-works.html	186	text	p	Englishire. All rights reserved.	Englishire. 無断転載を禁じます。
how-it-works.html	187	text	a	Privacy	プライバシー
how-it-works.html	188	text	a	Terms	利用規約
how-it-works.html	189	text	a	Cookies	Cookieポリシー
how-it-works.html	190	text	p	This website works best with JavaScript enabled, though all essential information and links remain available without it.	このサイトはJavaScriptを有効にすると快適にご利用いただけますが、主要な情報とリンクはJavaScriptなしでも確認できます。
how-it-works.html	191	attr:aria-label	a	Englishire homepage	Englishireホームページ
how-it-works.html	192	attr:alt	img	Englishire	Englishire
how-it-works.html	193	attr:aria-label	nav	Primary navigation	メインナビゲーション
how-it-works.html	194	attr:aria-label	div	How it works page actions	ご利用の流れページの操作
how-it-works.html	195	attr:aria-label	ul	Englishire process summary	Englishireの手順概要
how-it-works.html	196	attr:alt	img	A teacher reading to pupils in a historic wooden classroom	歴史ある木造教室で生徒に本を読み聞かせる講師
how-it-works.html	197	attr:aria-label	ol	Englishire process overview	Englishireのご利用の流れ
how-it-works.html	198	attr:aria-label	a	Return to Englishire homepage	Englishireホームページへ戻る
how-it-works.html	199	attr:alt	img	Englishire	Englishire
how-it-works.html	200	attr:aria-label	nav	Footer service navigation	フッターのサービス案内
how-it-works.html	201	attr:aria-label	nav	Footer company navigation	フッターのEnglishire案内
how-it-works.html	202	meta	description	A clear account of how Englishire considers, confirms, prepares and reviews temporary English teacher cover for schools throughout Tokyo.	東京都内の学校向け英語講師の代講・短期手配を、Englishireがどのように検討、確定、準備、確認するかを明確に説明します。
how-it-works.html	203	meta	og:type	website	website
how-it-works.html	204	meta	og:title	How Temporary Teacher Cover Works | Englishire Tokyo	英語講師の代講・短期手配の流れ | Englishire Tokyo
how-it-works.html	205	meta	og:description	From first enquiry to final handover, discover Englishire's considered process for temporary English teacher cover in Tokyo.	最初のお問い合わせから最終の引き継ぎまで、東京の学校向け英語講師代講を丁寧に進めるEnglishireの手順をご案内します。
how-it-works.html	206	meta	og:url	https://englishire.com/how-it-works.html	https://englishire.com/ja/how-it-works.html
how-it-works.html	207	meta	og:image	https://englishire.com/englishire-social-preview.jpg	https://englishire.com/englishire-social-preview.jpg
how-it-works.html	208	meta	og:image:alt	Englishire temporary English teacher cover process for Tokyo schools	東京の学校向けEnglishire英語講師代講のご利用の流れ
how-it-works.html	209	meta	twitter:card	summary_large_image	summary_large_image
how-it-works.html	210	meta	twitter:title	How Temporary Teacher Cover Works | Englishire Tokyo	英語講師の代講・短期手配の流れ | Englishire Tokyo
how-it-works.html	211	meta	twitter:description	A clear process from first enquiry to final handover.	最初のお問い合わせから最終の引き継ぎまで、明確な手順で進めます。
how-it-works.html	212	meta	twitter:image	https://englishire.com/englishire-social-preview.jpg	https://englishire.com/englishire-social-preview.jpg
englishire-standard.html	1	text	[document]	html	html
englishire-standard.html	2	text	title	The Englishire Standard | Professional Teacher Cover	Englishireの基準 |プロフェッショナル講師の代講
englishire-standard.html	3	text	a	Skip to main content	本文へ移動
englishire-standard.html	4	text	span	ENGLISHIRE	ENGLISHIRE
englishire-standard.html	5	text	span	Temporary Teacher Cover · Tokyo	東京都内の学校向け英語講師の代講・短期手配
englishire-standard.html	6	text	span	Menu	メニュー
englishire-standard.html	7	text	a	Teacher Cover	講師の代講・短期手配
englishire-standard.html	8	text	a	When We Help	対応できるケース
englishire-standard.html	9	text	a	How It Works	ご利用の流れ
englishire-standard.html	10	text	a	Journal	Journal
englishire-standard.html	11	text	a	About	Englishireについて
englishire-standard.html	12	text	a	Request Teacher Cover	代講について相談する
englishire-standard.html	13	text	p	A Published Statement of Practice	公開された実践声明
englishire-standard.html	14	text	h1	The Englishire Standard	Englishireの基準
englishire-standard.html	15	text	p	Principles for professional teacher cover in Japanese schools.	日本の学校における専門講師の原則をカバーします。
englishire-standard.html	16	text	p	A school does not set aside its standards merely because a member of staff is absent. The Englishire Standard describes the care, judgement and professional conduct that should accompany every temporary teaching assignment.	学校は、職員が欠席したからといってその基準を無効にすることはありません。 Englishire Standard には、すべての一時的な教育任務に伴うべき配慮、判断、専門的行為が記載されています。
englishire-standard.html	17	text	a	Read the Standard	規格を読む
englishire-standard.html	18	text	a	View Teacher Cover	講師用カバーを見る
englishire-standard.html	19	text	span	Englishire	Englishire
englishire-standard.html	20	text	span	First edition	初版
englishire-standard.html	21	text	span	Tokyo	東京
englishire-standard.html	22	text	p	Preamble	前文
englishire-standard.html	23	text	h2	An absence may alter the timetable. It need not diminish the school day.	欠席の場合は時間割が変更になる場合がございます。学校の授業時間を減らす必要はありません。
englishire-standard.html	24	text	p	A teacher’s absence should never diminish a school’s commitment to learning.	講師が欠席したからといって、学校の学習への取り組みが弱まってはなりません。
englishire-standard.html	25	text	p	Whether anticipated or unexpected, every absence presents a challenge which extends beyond the timetable. Lessons continue. Pupils continue. Expectations remain. Parents retain confidence that their children will experience a purposeful school day, and colleagues continue to rely upon one another to maintain the standards which define their community.	予想通りか予期せぬかにかかわらず、欠勤はスケジュールを超えた課題を伴います。レッスンは続きます。学習者たちは続けます。期待は残る。保護者は子供たちが目的のある学校生活を送れると確信しており、同僚はコミュニティを定義する基準を維持するためにお互いに頼り続けています。
englishire-standard.html	26	text	p	Professional teacher cover exists to protect that continuity. Its purpose is not merely to place an adult in front of a classroom, nor simply to complete a vacant line on a schedule. It is to preserve, as far as circumstances allow, the quality, stability and confidence upon which effective schools depend.	その継続性を保護するために、プロフェッショナル講師の代講が存在します。その目的は、単に大人を教室の前に配置することでも、単にスケジュールの空き列を埋めることでもありません。それは、状況が許す限り、効果的な学校が依存する質、安定性、信頼を維持することです。
englishire-standard.html	27	text	p	This Standard sets out the principles which guide Englishire’s approach to temporary teacher cover in Japan. It is neither a catalogue of claims nor a promise that every circumstance can be made uncomplicated. It is a practical account of the judgement, preparation and conduct which should accompany responsible work in a school.	この基準は、日本における短期講師補償に対する Englishire のアプローチの指針となる原則を定めています。それは主張のカタログでも、あらゆる状況を複雑にしないようにできるという約束でもありません。これは、学校における責任ある仕事に伴う判断、準備、行動についての実際的な説明です。
englishire-standard.html	28	text	p	Each school possesses its own character, routines and educational priorities. Those distinctions matter. Yet certain principles remain constant: careful preparation is preferable to hurried decisions; honest communication is preferable to unnecessary certainty; suitability should take precedence over convenience; and professional judgement should not be abandoned simply because time is short.	各学校には独自の性格、日常生活、教育上の優先事項があります。それらの区別が重要です。しかし、一定の原則は変わりません。急いで決定するよりも慎重に準備することが望ましいです。正直なコミュニケーションは、不必要な確実性よりも望ましいです。利便性よりも適合性が優先されるべきです。時間がないからといって専門的な判断を放棄すべきではありません。
englishire-standard.html	29	text	p	Effective cover begins before a teacher enters the classroom. It begins with understanding the school, the pupils, the timetable, the expectations of leadership and the practical realities of the assignment. Every subsequent decision should strengthen that understanding rather than diminish it.	効果的なカバーは、講師が教室に入る前から始まります。それは、学校、学習者、時間割、リーダーシップへの期待、任務の現実を理解することから始まります。その後のすべての決定は、その理解を弱めるのではなく、強化する必要があります。
englishire-standard.html	30	text	p	The objective is straightforward: to help schools preserve continuity, uphold educational standards and maintain confidence when circumstances require flexibility.	目的は単純明快です。学校が継続性を維持し、教育基準を維持し、状況に柔軟性が必要な場合でも自信を維持できるように支援することです。
englishire-standard.html	31	text	p	Contents	コンテンツ
englishire-standard.html	32	text	h2	Ten principles for dependable teacher cover.	信頼できる講師のための 10 の原則。
englishire-standard.html	33	text	span	I	I
englishire-standard.html	34	text	span	The Purpose of Teacher Cover	講師の代講の目的
englishire-standard.html	35	text	span	II	II
englishire-standard.html	36	text	span	Every Assignment Deserves Proper Consideration	すべての業務には適切な検討が必要です
englishire-standard.html	37	text	span	III	III
englishire-standard.html	38	text	span	Suitability Before Availability	空き状況より適合性
englishire-standard.html	39	text	span	IV	IV
englishire-standard.html	40	text	span	Preparation Protects the Classroom	準備が教室を守る
englishire-standard.html	41	text	span	V	V
englishire-standard.html	42	text	span	Professional Conduct Without Fanfare	目立つ演出ではなく、着実な専門性
englishire-standard.html	43	text	span	VI	VI
englishire-standard.html	44	text	span	Continuity of Learning	学習の継続性
englishire-standard.html	45	text	span	VII	VII
englishire-standard.html	46	text	span	Respect for the Character of the School	学校の個性の尊重
englishire-standard.html	47	text	span	VIII	VIII
englishire-standard.html	48	text	span	Clear Communication When Circumstances Change	状況が変化したときの明確なコミュニケーション
englishire-standard.html	49	text	span	IX	IX
englishire-standard.html	50	text	span	Standards Which Cannot Be Compromised	妥協できない基準
englishire-standard.html	51	text	span	X	X
englishire-standard.html	52	text	span	Looking Beyond the Assignment	任務の先を見据える
englishire-standard.html	53	text	span	Principle I	原則I
englishire-standard.html	54	text	h2	The Purpose of Teacher Cover	講師の代講の目的
englishire-standard.html	55	text	p	Teacher cover exists to protect the continuity of education, not merely to occupy a classroom.	講師の代講は、単に教室を占有するためではなく、教育の継続性を保護するために存在します。
englishire-standard.html	56	text	p	The presence of an adult is not, by itself, a continuation of education. A lesson has purpose, sequence and an established place within a wider programme of study. Pupils arrive with expectations formed by the work which preceded it, and their next lesson will depend, at least in part, upon what takes place in the present one.	大人の存在それ自体は教育の継続ではありません。レッスンには目的、順序があり、幅広い学習プログラムの中で確立された場所があります。学習者たちは、それまでの授業によって形成された期待を持って到着し、次の授業は、少なくとも部分的には、現在の授業で何が起こるかに依存します。
englishire-standard.html	57	text	p	Temporary cover should therefore be understood as an educational responsibility rather than an administrative convenience. Supervision may be one element of that responsibility, particularly where circumstances allow little notice, but it should not become its entire definition. The aim remains to preserve meaningful learning wherever the available information, time and resources make that reasonably possible.	したがって、一時的保護は行政上の便宜ではなく、教育上の責任として理解されるべきです。特に状況がほとんど通知を許さない場合、監督はその責任の 1 つの要素であるかもしれませんが、それがその定義のすべてになるべきではありません。利用可能な情報、時間、リソースが合理的に可能であればどこでも、有意義な学習を維持することが目的です。
englishire-standard.html	58	text	p	This requires attention to more than lesson content. Classroom routines, behaviour expectations, safeguarding arrangements, pastoral considerations and the confidence of pupils all form part of continuity. A capable temporary teacher recognises that the school day is an organised whole. One lesson cannot be treated as though it exists in isolation from the institution around it.	これには、レッスンの内容以上の注意が必要です。教室でのルーチン、期待される行動、安全対策の取り決め、学習者支援上の配慮、学習者の信頼はすべて継続性の一部を形成します。有能な短期講師は、学校の一日が組織化された全体であることを認識しています。 1 つのレッスンを、周囲の教育機関から切り離して存在するかのように扱うことはできません。
englishire-standard.html	59	text	h3	Continuity is proportionate, not theatrical	継続性は比例するものであり、演劇的なものではない
